HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459743.69540,2022-06-13.1898305,bk,1.52,15.756,13.262,0.022,18.008,0.367,g
2459743.69663,2022-06-13.1910582,bk,1.95,15.759,13.284,0.023,17.639,0.371,g
2459743.71814,2022-06-13.2125796,bG,1.48,15.666,13.214,0.024,18.818,0.404,g
2459743.71944,2022-06-13.2138752,bG,1.50,15.758,13.264,0.023,17.962,0.372,g
2459743.72074,2022-06-13.2151763,bG,1.45,15.687,13.174,0.023,19.514,0.396,g
2459745.76484,2022-06-15.2592793,bG,1.49,15.742,13.298,0.023,17.417,0.372,g
2459745.76614,2022-06-15.2605759,bG,1.46,15.564,13.283,0.027,17.661,0.440,g
2459745.76743,2022-06-15.2618723,bG,1.43,15.505,13.307,0.029,17.271,0.462,g
2459746.62620,2022-06-16.1206553,bk,1.48,15.784,13.315,0.024,17.141,0.361,g
2459746.62747,2022-06-16.1219206,bk,1.53,15.874,13.284,0.021,17.631,0.334,g
2459746.62871,2022-06-16.1231589,bk,1.56,15.687,13.330,0.025,16.892,0.390,g
2459746.68500,2022-06-16.1794505,bG,1.42,15.752,13.298,0.023,17.412,0.370,g
2459746.68630,2022-06-16.1807497,bG,1.42,15.699,13.296,0.025,17.445,0.390,g
2459746.68760,2022-06-16.1820519,bG,1.42,15.813,13.343,0.023,16.701,0.350,g
2459747.83809,2022-06-17.3325574,bG,1.49,15.819,13.299,0.021,17.404,0.349,g
2459747.83939,2022-06-17.3338541,bG,1.49,15.862,13.331,0.021,16.901,0.333,g
2459747.84068,2022-06-17.3351414,bG,1.42,15.764,13.349,0.024,16.612,0.366,g
2459749.72716,2022-06-19.2216356,bG,1.49,15.739,13.258,0.023,18.061,0.377,g
2459749.72844,2022-06-19.2229284,bG,1.54,15.530,13.241,0.027,18.342,0.453,g
2459749.72974,2022-06-19.2242287,bG,1.52,15.824,13.259,0.021,18.052,0.347,g
2459751.83179,2022-06-21.3262935,bG,1.44,15.707,13.155,0.022,19.858,0.390,g
2459751.83309,2022-06-21.3275939,bG,1.41,15.615,13.158,0.024,19.812,0.422,g
2459751.83437,2022-06-21.3288807,bG,1.48,15.995,13.122,0.016,20.482,0.305,g
2459755.53323,2022-06-25.0278070,bk,1.60,14.974,13.040,0.037,22.082,0.752,g
2459755.53445,2022-06-25.0290376,bk,1.57,15.216,13.056,0.030,21.756,0.605,g
2459755.53571,2022-06-25.0302793,bk,1.56,15.096,13.091,0.035,21.083,0.670,g
2459755.78088,2022-06-25.2754590,bG,1.51,15.350,13.067,0.027,21.545,0.532,g
2459755.78216,2022-06-25.2767465,bG,1.45,15.202,13.158,0.033,19.803,0.609,g
2459755.78346,2022-06-25.2780424,bG,1.50,15.028,13.126,0.038,20.387,0.713,g
2459755.81325,2022-06-25.3078259,bk,1.41,14.812,13.014,0.042,22.603,0.870,g
2459755.81447,2022-06-25.3090643,bk,1.43,15.064,13.042,0.034,22.046,0.692,g
2459755.81573,2022-06-25.3103153,bk,1.41,15.281,13.127,0.030,20.397,0.566,g
2459756.69415,2022-06-26.1887576,bk,1.51,14.878,13.163,0.045,19.713,0.821,g
2459756.69539,2022-06-26.1900027,bk,1.48,15.369,13.137,0.028,20.184,0.526,g
2459756.69663,2022-06-26.1912412,bk,1.52,15.257,13.121,0.031,20.500,0.582,g
2459756.71927,2022-06-26.2138758,bG,1.39,15.446,13.082,0.026,21.257,0.493,g
2459756.72059,2022-06-26.2151861,bG,1.46,15.708,13.112,0.021,20.669,0.397,g
2459756.72188,2022-06-26.2164856,bG,1.44,15.934,13.135,0.018,20.232,0.319,g
2459757.56982,2022-06-27.0644491,bo,1.52,15.880,13.157,0.018,19.815,0.331,g
2459757.57105,2022-06-27.0656813,bo,1.67,15.861,13.162,0.018,19.724,0.337,g
2459757.57231,2022-06-27.0669253,bo,1.55,15.922,13.223,0.019,18.656,0.321,g
2459757.60421,2022-06-27.0988333,bG,1.54,13.635,13.572,0.208,13.529,2.561,g
2459757.60550,2022-06-27.1001245,bG,1.57,14.177,13.194,0.089,19.160,1.559,g
2459759.55136,2022-06-29.0460370,bG,1.47,16.248,13.250,0.015,18.201,0.247,g
2459759.55266,2022-06-29.0473364,bG,1.42,16.169,13.239,0.016,18.380,0.257,g
2459759.55395,2022-06-29.0486228,bG,1.47,16.240,13.248,0.015,18.234,0.242,g
2459759.55456,2022-06-29.0492371,bk,1.52,16.179,13.252,0.015,18.162,0.252,g
2459759.55580,2022-06-29.0504766,bk,1.53,16.237,13.243,0.014,18.317,0.239,g
2459760.63426,2022-06-30.1289682,bk,1.41,16.221,13.317,0.015,17.110,0.241,g
2459760.63551,2022-06-30.1302181,bk,1.50,16.292,13.271,0.013,17.850,0.228,g
2459760.63676,2022-06-30.1314701,bk,1.46,16.241,13.320,0.016,17.063,0.242,g
2459761.62019,2022-07-01.1149265,bk,1.46,16.330,13.303,0.013,17.328,0.220,g
2459761.62144,2022-07-01.1161694,bk,1.53,16.307,13.294,0.014,17.476,0.226,g
2459761.62267,2022-07-01.1174087,bk,1.50,16.280,13.275,0.015,17.785,0.237,g
2459762.78319,2022-07-02.2779687,bk,1.47,16.275,13.271,0.014,17.844,0.229,g
2459762.78444,2022-07-02.2792118,bk,1.43,16.236,13.258,0.014,18.053,0.238,g
2459762.78570,2022-07-02.2804672,bk,1.45,16.276,13.229,0.013,18.549,0.231,g
2459764.54627,2022-07-04.0410934,bG,1.47,16.149,13.249,0.016,18.225,0.263,g
2459764.54755,2022-07-04.0423774,bG,1.48,16.202,13.242,0.015,18.327,0.251,g
2459764.54884,2022-07-04.0436667,bG,1.44,16.163,13.234,0.016,18.475,0.260,g
2459765.56972,2022-07-05.0645962,bk,1.45,16.195,13.252,0.016,18.164,0.250,g
2459765.57098,2022-07-05.0658472,bk,1.45,16.106,13.271,0.016,17.844,0.268,g
2459765.57223,2022-07-05.0670969,bk,1.45,16.186,13.258,0.016,18.068,0.253,g
2459766.56227,2022-07-06.0571703,bG,1.45,14.506,13.193,0.065,19.190,1.151,g
2459766.56355,2022-07-06.0584579,bG,1.42,15.540,13.201,0.026,19.038,0.451,g
2459766.56487,2022-07-06.0597670,bG,1.44,14.508,13.335,0.075,16.817,1.152,g
2459766.59791,2022-07-06.0928141,bG,1.49,14.338,13.149,0.073,19.974,1.343,g
2459766.59920,2022-07-06.0941019,bG,1.58,13.564,13.282,0.169,17.673,2.733,g
2459766.60049,2022-07-06.0953899,bG,1.48,14.365,13.194,0.075,19.157,1.310,g
2459766.63769,2022-07-06.1325982,bk,1.58,14.991,13.122,0.040,20.483,0.742,g
2459766.63894,2022-07-06.1338480,bk,1.69,15.060,13.133,0.037,20.261,0.692,g
2459766.64018,2022-07-06.1350909,bk,1.64,15.592,13.174,0.025,19.510,0.435,g
2459766.70572,2022-07-06.2006259,bG,1.79,14.334,13.343,0.088,16.697,1.345,g
2459766.70700,2022-07-06.2019133,bG,2.25,14.045,13.225,0.103,18.613,1.755,g
2459766.70832,2022-07-06.2032262,bG,2.27,14.452,13.247,0.072,18.249,1.207,g
2459767.56843,2022-07-07.0633730,bG,1.46,16.120,13.230,0.016,18.534,0.270,g
2459767.56972,2022-07-07.0646581,bG,1.49,16.153,13.243,0.016,18.308,0.263,g
2459767.57102,2022-07-07.0659563,bG,1.48,16.172,13.265,0.016,17.959,0.256,g
2459769.59018,2022-07-09.0852097,bG,1.57,16.065,13.311,0.018,17.201,0.283,g
2459769.59148,2022-07-09.0864980,bG,1.50,15.984,13.331,0.019,16.887,0.298,g
2459769.59276,2022-07-09.0877917,bG,1.51,16.134,13.289,0.017,17.548,0.268,g
2459769.60613,2022-07-09.1011592,bG,1.49,16.168,13.311,0.017,17.194,0.260,g
