HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457915.67530,2017-06-11.1697341,bg,1.56,15.380,12.569,0.017,35.978,0.560,V
2457915.67657,2017-06-11.1709991,bg,1.54,15.500,12.561,0.016,36.276,0.507,V
2457917.52870,2017-06-13.0231298,bg,1.62,15.538,12.550,0.015,36.654,0.487,V
2457917.52997,2017-06-13.0243987,bg,1.64,15.554,12.537,0.015,37.105,0.485,V
2457922.60946,2017-06-18.1039339,bg,1.48,14.459,12.410,0.034,41.687,1.288,V
2457922.61072,2017-06-18.1051913,bg,1.48,14.282,12.403,0.040,41.938,1.507,V
2457922.61199,2017-06-18.1064539,bg,1.44,14.403,12.446,0.037,40.304,1.355,V
2457923.60903,2017-06-19.1035192,bg,1.45,15.567,12.403,0.013,41.934,0.483,V
2457923.61032,2017-06-19.1047969,bg,1.44,15.584,12.406,0.013,41.839,0.488,V
2457923.61158,2017-06-19.1060619,bg,1.39,15.582,12.404,0.013,41.918,0.471,V
2457926.75063,2017-06-22.2451533,bg,1.50,14.640,12.421,0.029,41.285,1.089,V
2457926.75189,2017-06-22.2464190,bg,1.54,14.190,12.389,0.044,42.483,1.685,V
2457926.75315,2017-06-22.2476849,bg,1.53,14.524,12.428,0.032,40.995,1.206,V
2457927.75059,2017-06-23.2451372,bg,1.37,14.211,12.424,0.043,41.165,1.614,V
2457927.75185,2017-06-23.2463988,bg,1.32,13.843,12.458,0.064,39.866,2.342,V
2457927.75312,2017-06-23.2476651,bg,1.39,14.516,12.456,0.034,39.937,1.243,V
2457928.72355,2017-06-24.2181180,bg,1.41,15.142,12.464,0.020,39.660,0.692,V
2457928.72482,2017-06-24.2193903,bg,1.46,15.264,12.460,0.016,39.797,0.614,V
2457928.72609,2017-06-24.2206537,bg,1.47,15.070,12.451,0.020,40.135,0.734,V
2457932.73423,2017-06-28.2288834,bg,2.47,15.488,12.562,0.016,36.215,0.518,V
2457932.73549,2017-06-28.2301469,bg,2.45,15.468,12.562,0.016,36.238,0.522,V
2457932.73675,2017-06-28.2314101,bg,2.45,15.522,12.554,0.015,36.496,0.497,V
2457933.51856,2017-06-29.0132373,bg,1.67,15.591,12.563,0.014,36.221,0.467,V
2457933.51982,2017-06-29.0144962,bg,1.68,15.533,12.558,0.015,36.374,0.487,V
2457933.52109,2017-06-29.0157633,bg,1.62,15.621,12.567,0.014,36.074,0.452,V
2457934.56554,2017-06-30.0602517,bg,1.71,15.568,12.580,0.015,35.642,0.474,V
2457934.56681,2017-06-30.0615178,bg,1.77,15.619,12.580,0.014,35.639,0.456,V
2457934.56807,2017-06-30.0627878,bg,1.72,15.567,12.569,0.015,35.995,0.474,V
2457935.73367,2017-07-01.2284216,bg,1.58,15.602,12.561,0.014,36.276,0.458,V
2457935.73495,2017-07-01.2296910,bg,1.57,15.626,12.603,0.014,34.888,0.453,V
2457935.73621,2017-07-01.2309569,bg,1.57,15.645,12.579,0.014,35.688,0.449,V
2457942.62083,2017-07-08.1158266,bg,1.50,15.354,12.518,0.017,37.705,0.589,V
2457942.62209,2017-07-08.1170880,bg,1.48,15.381,12.484,0.016,38.926,0.571,V
2457942.62336,2017-07-08.1183518,bg,1.51,15.404,12.499,0.016,38.414,0.552,V
2457945.66049,2017-07-11.1556098,bg,1.63,15.469,12.398,0.014,42.138,0.522,V
2457945.66176,2017-07-11.1568826,bg,1.75,15.450,12.450,0.015,40.187,0.534,V
2457945.66302,2017-07-11.1581491,bg,1.72,15.398,12.394,0.015,42.323,0.556,V
2457947.53107,2017-07-13.0262745,bg,1.59,15.487,12.405,0.013,41.880,0.508,V
2457947.53233,2017-07-13.0275414,bg,1.56,15.534,12.410,0.013,41.688,0.505,V
2457947.53359,2017-07-13.0288067,bg,1.54,15.611,12.407,0.012,41.784,0.461,V
2457952.67001,2017-07-18.1654833,bg,1.49,15.631,12.532,0.014,37.226,0.450,V
2457952.67128,2017-07-18.1667589,bg,1.51,15.602,12.524,0.014,37.519,0.459,V
2457952.67255,2017-07-18.1680224,bg,1.58,15.580,12.518,0.014,37.719,0.470,V
2457955.65934,2017-07-21.1549922,bg,1.51,15.470,12.567,0.016,36.076,0.523,V
2457955.66060,2017-07-21.1562528,bg,1.64,15.603,12.548,0.014,36.693,0.466,V
2457955.66187,2017-07-21.1575140,bg,1.57,15.434,12.550,0.016,36.665,0.538,V
2457958.54790,2017-07-24.0437243,bg,1.64,15.595,12.581,0.015,35.601,0.462,V
2457958.54918,2017-07-24.0449991,bg,1.59,15.589,12.567,0.014,36.076,0.467,V
2457958.55044,2017-07-24.0462664,bg,1.59,15.589,12.574,0.015,35.830,0.464,V
2457960.63025,2017-07-26.1262100,bg,1.54,15.626,12.582,0.014,35.559,0.449,V
2457960.63153,2017-07-26.1274783,bg,1.54,15.657,12.594,0.014,35.178,0.439,V
2457960.63279,2017-07-26.1287432,bg,1.53,15.559,12.545,0.015,36.802,0.479,V
2457964.68819,2017-07-30.1844160,bg,1.44,15.618,12.490,0.013,38.692,0.455,V
2457964.68946,2017-07-30.1856798,bg,1.32,15.555,12.514,0.014,37.850,0.480,V
2457964.69073,2017-07-30.1869520,bg,1.42,15.579,12.506,0.014,38.143,0.471,V
2457969.70887,2017-08-04.2054528,bg,1.53,15.320,12.410,0.016,41.672,0.594,V
2457969.71014,2017-08-04.2067228,bg,1.39,15.377,12.391,0.015,42.415,0.566,V
2457969.71142,2017-08-04.2079978,bg,1.44,15.286,12.429,0.017,40.955,0.617,V
2457973.61860,2017-08-08.1154751,bg,1.51,15.391,12.475,0.016,39.261,0.555,V
2457973.61987,2017-08-08.1167400,bg,1.52,15.344,12.485,0.017,38.886,0.586,V
2457973.62113,2017-08-08.1180050,bg,1.54,15.348,12.499,0.017,38.412,0.581,V
2457975.62672,2017-08-10.1237446,bg,1.60,15.470,12.534,0.015,37.166,0.514,V
2457975.62798,2017-08-10.1250131,bg,1.59,15.410,12.557,0.017,36.411,0.549,V
2457975.62925,2017-08-10.1262836,bg,1.57,15.393,12.546,0.017,36.772,0.552,V
2457980.64046,2017-08-15.1379030,bg,1.49,15.612,12.555,0.014,36.455,0.460,V
2457980.64173,2017-08-15.1391649,bg,1.48,15.579,12.605,0.015,34.834,0.482,V
2457980.64299,2017-08-15.1404319,bg,1.41,15.578,12.574,0.015,35.824,0.473,V
2457983.61375,2017-08-18.1114469,bg,1.40,15.592,12.524,0.014,37.526,0.466,V
2457983.61502,2017-08-18.1127087,bg,1.47,15.609,12.557,0.014,36.393,0.456,V
2457983.61628,2017-08-18.1139739,bg,1.43,15.560,12.540,0.015,36.966,0.478,V
2457999.63393,2017-09-03.1330612,bg,1.59,14.744,12.471,0.028,39.409,0.995,V
2457999.63521,2017-09-03.1343305,bg,1.58,15.074,12.576,0.023,35.759,0.745,V
2457999.63647,2017-09-03.1355974,bg,1.55,14.948,12.543,0.024,36.872,0.821,V
2458000.51199,2017-09-04.0111981,bg,2.24,15.357,12.570,0.018,35.985,0.580,V
2458000.51326,2017-09-04.0124709,bg,2.26,15.392,12.558,0.017,36.350,0.568,V
2458000.51453,2017-09-04.0137393,bg,2.23,15.382,12.564,0.017,36.162,0.577,V
2458003.55387,2017-09-07.0533584,bg,1.43,15.430,12.562,0.016,36.232,0.531,V
2458003.55515,2017-09-07.0546332,bg,1.50,15.385,12.558,0.017,36.372,0.557,V
2458003.55642,2017-09-07.0559062,bg,1.51,15.480,12.581,0.016,35.600,0.514,V
2458007.53702,2017-09-11.0368850,bg,1.54,15.559,12.527,0.013,37.444,0.475,V
2458007.53832,2017-09-11.0381857,bg,1.54,15.558,12.537,0.013,37.096,0.474,V
2458007.53959,2017-09-11.0394467,bg,1.65,15.535,12.549,0.015,36.677,0.498,V
2458011.57766,2017-09-15.0779010,bg,1.90,15.549,12.453,0.014,40.091,0.493,V
2458011.57894,2017-09-15.0791767,bg,1.80,15.506,12.449,0.014,40.209,0.504,V
2458011.58021,2017-09-15.0804516,bg,1.71,15.561,12.457,0.013,39.922,0.492,V
2458015.58721,2017-09-19.0878271,bg,1.70,15.517,12.458,0.014,39.870,0.495,V
2458015.58847,2017-09-19.0890865,bg,1.61,15.482,12.440,0.014,40.542,0.522,V
2458015.58974,2017-09-19.0903568,bg,1.68,15.503,12.449,0.014,40.236,0.505,V
2458019.57292,2017-09-23.0739090,bg,1.48,15.567,12.551,0.014,36.606,0.469,V
2458019.57418,2017-09-23.0751704,bg,1.43,15.542,12.528,0.015,37.383,0.492,V
2458019.57545,2017-09-23.0764379,bg,1.44,15.545,12.532,0.015,37.242,0.484,V
2458022.51831,2017-09-26.0195594,bg,1.66,15.563,12.574,0.015,35.837,0.479,V
2458022.51957,2017-09-26.0208281,bg,1.60,15.507,12.554,0.014,36.513,0.497,V
2458022.52085,2017-09-26.0221034,bg,1.61,15.525,12.575,0.015,35.826,0.497,V
2458029.52022,2017-10-03.0221061,bg,1.56,15.389,12.529,0.017,37.353,0.562,V
2458029.52149,2017-10-03.0233774,bg,1.53,15.395,12.568,0.017,36.026,0.550,V
2458029.52276,2017-10-03.0246405,bg,1.56,15.452,12.527,0.016,37.437,0.530,V
2458035.52511,2017-10-09.0275216,bg,1.43,15.478,12.460,0.015,39.815,0.530,V
2458035.52639,2017-10-09.0287979,bg,1.50,15.507,12.474,0.014,39.277,0.502,V
2458035.52766,2017-10-09.0300725,bg,1.53,15.474,12.462,0.015,39.704,0.523,V
2458039.51434,2017-10-13.0170702,bg,2.08,15.494,12.510,0.015,38.025,0.516,V
2458039.51561,2017-10-13.0183452,bg,2.07,15.546,12.507,0.014,38.109,0.494,V
2458039.51688,2017-10-13.0196122,bg,2.05,15.564,12.499,0.014,38.391,0.482,V
2458043.50163,2017-10-17.0046843,bg,1.76,15.538,12.557,0.015,36.398,0.497,V
2458043.50289,2017-10-17.0059513,bg,1.74,15.535,12.559,0.015,36.329,0.490,V
2458043.50416,2017-10-17.0072167,bg,1.81,15.545,12.582,0.015,35.576,0.498,V
2458153.88411,2018-02-04.3871803,bg,1.48,15.090,12.582,0.023,35.552,0.726,V
2458153.88539,2018-02-04.3884561,bg,1.41,15.092,12.580,0.023,35.662,0.726,V
2458153.88667,2018-02-04.3897320,bg,1.53,15.011,12.585,0.023,35.474,0.773,V
2458157.85499,2018-02-08.3577379,bg,1.55,15.357,12.577,0.018,35.740,0.570,V
2458157.85627,2018-02-08.3590152,bg,1.55,15.405,12.586,0.017,35.448,0.555,V
2458157.85755,2018-02-08.3602935,bg,1.54,15.405,12.570,0.017,35.969,0.554,V
2458160.86724,2018-02-11.3697325,bg,1.39,15.482,12.592,0.015,35.235,0.506,V
2458160.86852,2018-02-11.3710115,bg,1.40,15.479,12.592,0.015,35.229,0.509,V
2458161.88588,2018-02-12.3882924,bg,1.43,15.441,12.588,0.017,35.368,0.529,V
2458161.88716,2018-02-12.3895695,bg,1.45,15.465,12.585,0.015,35.481,0.514,V
2458161.88842,2018-02-12.3908336,bg,1.40,15.373,12.583,0.017,35.534,0.555,V
2458162.84355,2018-02-13.3458773,bg,1.39,15.482,12.531,0.014,37.263,0.507,V
2458162.84481,2018-02-13.3471393,bg,1.38,15.478,12.537,0.015,37.065,0.506,V
2458162.84608,2018-02-13.3484072,bg,1.41,15.536,12.535,0.015,37.158,0.497,V
2458165.84181,2018-02-16.3438842,bg,1.51,15.511,12.529,0.015,37.341,0.507,V
2458165.84307,2018-02-16.3451466,bg,1.41,15.498,12.542,0.015,36.921,0.519,V
2458165.84435,2018-02-16.3464224,bg,1.45,15.475,12.514,0.015,37.872,0.526,V
2458166.83739,2018-02-17.3393686,bg,1.37,15.241,12.510,0.019,38.006,0.645,V
2458166.83865,2018-02-17.3406344,bg,1.49,15.284,12.506,0.017,38.137,0.608,V
2458166.83993,2018-02-17.3419094,bg,1.38,15.139,12.538,0.021,37.041,0.706,V
2458171.81860,2018-02-22.3201277,bg,1.45,15.464,12.525,0.015,37.469,0.516,V
2458171.81988,2018-02-22.3214057,bg,1.46,15.486,12.528,0.014,37.392,0.505,V
2458171.82114,2018-02-22.3226694,bg,1.46,15.510,12.535,0.014,37.148,0.494,V
2458175.82749,2018-02-26.3286476,bg,1.45,15.515,12.571,0.014,35.942,0.493,V
2458175.82880,2018-02-26.3299605,bg,1.49,15.501,12.573,0.015,35.879,0.493,V
2458175.83007,2018-02-26.3312314,bg,1.48,15.531,12.589,0.015,35.347,0.487,V
2458177.82689,2018-02-28.3278688,bg,1.95,99.990,99.990,99.990,99.990,99.990,V
2458177.82817,2018-02-28.3291435,bg,1.53,13.820,12.727,0.082,31.124,2.322,V
2458177.82944,2018-02-28.3304112,bg,1.49,99.990,99.990,99.990,99.990,99.990,V
2458178.87919,2018-03-01.3800782,bg,1.58,15.381,12.553,0.017,36.537,0.557,V
2458178.88047,2018-03-01.3813435,bg,1.47,15.332,12.579,0.018,35.672,0.584,V
2458178.88174,2018-03-01.3826208,bg,1.52,15.313,12.607,0.018,34.765,0.586,V
2458181.79314,2018-03-04.2937390,bg,1.47,15.255,12.578,0.019,35.698,0.616,V
2458181.79440,2018-03-04.2950084,bg,1.46,15.298,12.594,0.019,35.202,0.601,V
2458181.79567,2018-03-04.2962738,bg,1.46,15.229,12.578,0.019,35.696,0.635,V
2458183.78785,2018-03-06.2882658,bg,1.42,15.325,12.588,0.019,35.393,0.586,V
2458183.78911,2018-03-06.2895288,bg,1.46,15.218,12.608,0.020,34.732,0.639,V
2458183.79039,2018-03-06.2908053,bg,1.45,15.307,12.614,0.018,34.521,0.592,V
2458185.79007,2018-03-08.2902907,bg,1.46,15.264,12.564,0.019,36.175,0.620,V
2458185.79133,2018-03-08.2915590,bg,1.49,15.221,12.560,0.020,36.300,0.648,V
2458185.79260,2018-03-08.2928237,bg,1.45,15.234,12.538,0.018,37.026,0.635,V
2458188.89100,2018-03-11.3909332,bg,1.39,15.489,12.502,0.015,38.302,0.507,V
2458188.89229,2018-03-11.3922202,bg,1.47,15.470,12.512,0.015,37.942,0.525,V
2458188.89355,2018-03-11.3934774,bg,1.39,15.467,12.488,0.015,38.786,0.521,V
2458189.88642,2018-03-12.3862560,bg,1.42,15.517,12.493,0.014,38.630,0.495,V
2458189.88770,2018-03-12.3875302,bg,1.41,15.455,12.488,0.015,38.799,0.524,V
2458189.88897,2018-03-12.3888048,bg,1.41,15.505,12.495,0.014,38.538,0.497,V
2458190.84670,2018-03-13.3464387,bg,1.42,15.507,12.542,0.015,36.898,0.499,V
2458190.84797,2018-03-13.3477112,bg,1.45,15.513,12.562,0.015,36.234,0.496,V
2458191.85626,2018-03-14.3559082,bg,1.44,15.508,12.521,0.015,37.631,0.503,V
2458191.85754,2018-03-14.3571857,bg,1.53,15.520,12.533,0.015,37.212,0.513,V
2458191.85881,2018-03-14.3584517,bg,1.48,15.508,12.517,0.015,37.774,0.510,V
2458192.84487,2018-03-15.3444271,bg,1.44,15.534,12.512,0.014,37.946,0.494,V
2458192.84615,2018-03-15.3457019,bg,1.40,15.604,12.508,0.014,38.098,0.462,V
2458193.83639,2018-03-16.3358515,bg,1.49,15.531,12.531,0.014,37.284,0.485,V
2458193.83767,2018-03-16.3371277,bg,1.55,15.494,12.541,0.015,36.917,0.503,V
2458193.83896,2018-03-16.3384181,bg,1.47,15.509,12.536,0.015,37.127,0.498,V
2458194.85018,2018-03-17.3495490,bg,1.43,15.560,12.560,0.014,36.296,0.475,V
2458194.85151,2018-03-17.3508748,bg,1.48,15.521,12.557,0.015,36.426,0.492,V
2458194.85277,2018-03-17.3521369,bg,1.53,15.497,12.551,0.015,36.599,0.503,V
2458195.81534,2018-03-18.3146186,bg,1.40,15.555,12.587,0.014,35.423,0.473,V
2458195.81663,2018-03-18.3159041,bg,1.40,15.577,12.585,0.015,35.475,0.479,V
2458195.81789,2018-03-18.3171637,bg,1.38,15.523,12.548,0.015,36.718,0.493,V
2458196.86020,2018-03-19.3593689,bg,1.44,15.586,12.591,0.015,35.252,0.472,V
2458196.86146,2018-03-19.3606370,bg,1.36,15.542,12.583,0.015,35.545,0.485,V
2458196.86274,2018-03-19.3619120,bg,1.44,15.595,12.594,0.014,35.190,0.457,V
2458197.80611,2018-03-20.3052019,bg,1.50,15.556,12.569,0.014,35.980,0.475,V
2458197.80739,2018-03-20.3064739,bg,1.46,15.580,12.582,0.015,35.554,0.469,V
2458197.80867,2018-03-20.30775,bg,1.44,15.605,12.591,0.014,35.280,0.455,V
2458198.83653,2018-03-21.3355214,bg,1.60,15.522,12.599,0.016,35.019,0.491,V
2458198.83781,2018-03-21.3368006,bg,1.58,15.540,12.575,0.015,35.787,0.486,V
2458198.83909,2018-03-21.3380748,bg,1.58,15.604,12.602,0.015,34.932,0.460,V
2458199.78247,2018-03-22.2813796,bg,1.40,15.485,12.627,0.016,34.112,0.504,V
2458199.78375,2018-03-22.2826525,bg,1.41,15.517,12.568,0.015,36.050,0.494,V
2458199.78502,2018-03-22.2839262,bg,1.42,15.505,12.583,0.015,35.545,0.496,V
2458200.86095,2018-03-23.3597462,bg,1.40,15.509,12.554,0.014,36.493,0.495,V
2458200.86221,2018-03-23.3610170,bg,1.47,15.521,12.550,0.015,36.638,0.495,V
2458200.86349,2018-03-23.3622946,bg,1.41,15.501,12.548,0.014,36.734,0.499,V
2458201.86022,2018-03-24.3589289,bg,1.44,15.599,12.566,0.014,36.113,0.462,V
2458201.86150,2018-03-24.3602035,bg,1.47,15.531,12.551,0.015,36.599,0.488,V
2458201.86277,2018-03-24.3614788,bg,1.45,15.602,12.566,0.013,36.090,0.456,V
2458203.88101,2018-03-26.3795356,bg,1.44,15.511,12.574,0.015,35.811,0.492,V
2458203.88228,2018-03-26.3808072,bg,1.41,15.556,12.581,0.014,35.616,0.475,V
2458203.88356,2018-03-26.3820817,bg,1.45,15.498,12.575,0.015,35.788,0.501,V
2458206.83715,2018-03-29.3354039,bg,1.57,15.362,12.584,0.017,35.488,0.558,V
2458206.83843,2018-03-29.3366820,bg,1.50,15.477,12.555,0.016,36.485,0.513,V
2458206.83969,2018-03-29.3379453,bg,1.55,15.404,12.586,0.016,35.457,0.542,V
2458207.85584,2018-03-30.3540143,bg,1.47,15.389,12.564,0.017,36.189,0.555,V
2458207.85713,2018-03-30.3552954,bg,1.44,15.410,12.562,0.016,36.222,0.541,V
2458207.85839,2018-03-30.3565646,bg,1.37,15.388,12.576,0.016,35.781,0.547,V
2458208.75230,2018-03-31.2503829,bg,1.50,15.197,12.509,0.019,38.049,0.665,V
2458208.75356,2018-03-31.2516517,bg,1.54,15.333,12.568,0.018,36.027,0.591,V
2458208.75484,2018-03-31.2529270,bg,1.46,15.252,12.540,0.018,36.969,0.625,V
2458209.76325,2018-04-01.2612395,bg,1.45,15.159,12.511,0.019,37.978,0.675,V
2458209.76453,2018-04-01.2625204,bg,1.57,15.218,12.497,0.019,38.471,0.649,V
2458209.76580,2018-04-01.2637942,bg,1.54,15.139,12.513,0.020,37.901,0.692,V
2458210.78970,2018-04-02.2876031,bg,1.51,15.225,12.474,0.017,39.282,0.638,V
2458210.79098,2018-04-02.2888754,bg,1.55,15.305,12.494,0.017,38.594,0.600,V
2458211.73875,2018-04-03.2365714,bg,1.64,15.243,12.466,0.018,39.591,0.633,V
2458211.74002,2018-04-03.2378435,bg,1.62,15.184,12.502,0.019,38.283,0.673,V
2458211.74130,2018-04-03.2391159,bg,1.61,15.251,12.472,0.018,39.359,0.634,V
2458212.74931,2018-04-04.2470423,bg,1.52,15.255,12.462,0.017,39.707,0.621,V
2458212.75058,2018-04-04.2483109,bg,1.49,15.222,12.482,0.019,39.008,0.649,V
2458212.75185,2018-04-04.2495844,bg,1.51,15.225,12.503,0.018,38.276,0.635,V
2458215.80831,2018-04-07.3057828,bg,1.49,15.448,12.534,0.015,37.170,0.522,V
2458215.80959,2018-04-07.3070579,bg,1.56,15.419,12.541,0.016,36.954,0.545,V
2458215.81086,2018-04-07.3083355,bg,1.50,15.449,12.535,0.015,37.128,0.522,V
2458216.84908,2018-04-08.3464603,bg,1.42,15.541,12.567,0.014,36.061,0.479,V
2458216.85036,2018-04-08.3477380,bg,1.43,15.479,12.546,0.016,36.756,0.525,V
2458216.85163,2018-04-08.3490112,bg,1.42,15.506,12.549,0.014,36.670,0.496,V
2458217.86009,2018-04-09.3573998,bg,1.46,15.441,12.575,0.017,35.805,0.529,V
2458217.86137,2018-04-09.3586689,bg,1.46,15.462,12.574,0.015,35.840,0.514,V
2458217.86264,2018-04-09.3599435,bg,1.46,15.399,12.585,0.017,35.473,0.548,V
2458222.87515,2018-04-14.3720453,bg,1.40,15.579,12.616,0.015,34.485,0.474,V
2458222.87642,2018-04-14.3733122,bg,1.36,15.595,12.593,0.015,35.191,0.471,V
2458222.87769,2018-04-14.3745817,bg,1.42,15.528,12.583,0.015,35.534,0.491,V
2458224.88567,2018-04-16.3824046,bg,1.45,15.570,12.591,0.015,35.302,0.471,V
2458224.88693,2018-04-16.3836751,bg,1.42,15.622,12.582,0.014,35.574,0.452,V
2458224.88821,2018-04-16.3849498,bg,1.41,15.619,12.576,0.014,35.774,0.454,V
2458226.86873,2018-04-18.3653170,bg,1.41,15.591,12.610,0.015,34.691,0.473,V
2458226.87000,2018-04-18.3665799,bg,1.41,15.573,12.591,0.014,35.308,0.468,V
2458226.87126,2018-04-18.3678467,bg,1.39,15.569,12.577,0.015,35.750,0.474,V
2458227.90595,2018-04-19.4024578,bg,1.52,15.501,12.583,0.015,35.548,0.498,V
2458227.90721,2018-04-19.4037190,bg,1.56,15.475,12.590,0.015,35.312,0.507,V
2458227.90848,2018-04-19.4049827,bg,1.54,15.488,12.619,0.016,34.381,0.505,V
2458228.87921,2018-04-20.3756515,bg,1.53,15.515,12.591,0.015,35.286,0.490,V
2458229.89026,2018-04-21.3866267,bg,1.45,15.533,12.582,0.015,35.581,0.494,V
2458229.89154,2018-04-21.3879031,bg,1.44,15.518,12.587,0.016,35.414,0.501,V
2458229.89281,2018-04-21.3891778,bg,1.49,15.508,12.602,0.015,34.912,0.495,V
2458230.82835,2018-04-22.3246486,bg,1.58,15.469,12.571,0.015,35.940,0.514,V
2458230.82962,2018-04-22.3259203,bg,1.57,15.512,12.575,0.015,35.817,0.491,V
2458230.83090,2018-04-22.3271962,bg,1.60,15.419,12.535,0.015,37.140,0.536,V
2458231.77855,2018-04-23.2747851,bg,1.52,14.257,12.534,0.045,37.201,1.536,V
2458231.77982,2018-04-23.2760599,bg,1.54,13.850,12.410,0.058,41.674,2.231,V
2458231.78110,2018-04-23.2773332,bg,1.51,14.057,12.591,0.058,35.299,1.849,V
2458233.90240,2018-04-25.3984810,bg,1.47,15.498,12.477,0.013,39.186,0.499,V
2458233.90366,2018-04-25.3997482,bg,1.49,15.476,12.514,0.015,37.869,0.524,V
2458233.90493,2018-04-25.4010138,bg,1.47,15.240,12.481,0.017,39.025,0.632,V
2458236.66251,2018-04-28.1584188,bg,1.45,14.171,12.561,0.052,36.253,1.707,V
2458236.66379,2018-04-28.1596950,bg,1.53,14.386,12.600,0.043,34.999,1.377,V
2458236.66507,2018-04-28.1609719,bg,1.99,99.990,99.990,99.990,99.990,99.990,V
2458237.77908,2018-04-29.2749104,bg,1.45,14.388,12.521,0.040,37.612,1.372,V
2458237.78035,2018-04-29.2761815,bg,1.47,14.868,12.479,0.025,39.101,0.890,V
2458237.78163,2018-04-29.2774584,bg,1.50,14.211,12.527,0.047,37.430,1.631,V
2458240.88427,2018-05-02.3799175,bg,2.01,15.257,12.557,0.018,36.409,0.620,V
2458240.88554,2018-05-02.3811938,bg,2.02,15.250,12.585,0.019,35.485,0.622,V
2458240.88680,2018-05-02.3824583,bg,2.04,15.284,12.592,0.019,35.258,0.614,V
2458243.84883,2018-05-05.3443062,bg,1.50,15.384,12.592,0.017,35.250,0.552,V
2458243.85011,2018-05-05.3455850,bg,1.51,15.483,12.570,0.015,35.986,0.504,V
2458243.85138,2018-05-05.3468589,bg,1.45,99.990,99.990,99.990,99.990,99.990,V
2458244.87475,2018-05-06.3701729,bg,1.38,15.491,12.605,0.016,34.833,0.514,V
2458244.87604,2018-05-06.3714578,bg,1.34,15.465,12.563,0.015,36.202,0.513,V
2458244.87732,2018-05-06.3727344,bg,1.42,15.472,12.557,0.015,36.402,0.510,V
2458245.79856,2018-05-07.2939283,bg,1.64,15.476,12.603,0.016,34.865,0.519,V
2458245.79983,2018-05-07.2952023,bg,1.64,15.454,12.592,0.016,35.260,0.521,V
2458245.80110,2018-05-07.2964665,bg,1.64,15.409,12.596,0.016,35.119,0.542,V
2458260.59037,2018-05-22.0851215,be,1.43,14.879,12.699,0.030,31.923,0.872,V
2458260.59165,2018-05-22.0863990,be,1.45,14.945,12.637,0.026,33.805,0.821,V
2458260.59296,2018-05-22.0877084,be,1.42,14.941,12.598,0.026,35.026,0.831,V
2458282.76304,2018-06-13.2574689,bk,1.46,16.375,13.185,0.012,19.324,0.211,g
2458282.76426,2018-06-13.2586908,bk,1.41,16.311,13.159,0.012,19.780,0.222,g
2458282.76548,2018-06-13.2599082,bk,1.50,16.328,13.173,0.012,19.530,0.221,g
2458283.48611,2018-06-13.9805487,bo,1.54,16.257,13.199,0.014,19.073,0.239,g
2458283.48791,2018-06-13.9823523,bo,1.52,16.320,13.178,0.012,19.452,0.221,g
2458283.48955,2018-06-13.9839804,bo,1.57,16.326,13.190,0.012,19.231,0.220,g
2458283.79676,2018-06-14.2911908,bk,1.52,16.363,13.175,0.012,19.494,0.211,g
2458283.79798,2018-06-14.2924128,bk,1.49,16.417,13.193,0.011,19.191,0.204,g
2458283.79919,2018-06-14.2936298,bk,1.48,16.330,13.171,0.012,19.580,0.220,g
2458284.78420,2018-06-15.2786358,bk,1.45,16.344,13.190,0.012,19.229,0.215,g
2458284.78542,2018-06-15.2798553,bk,1.48,16.361,13.200,0.012,19.056,0.214,g
2458284.78663,2018-06-15.2810751,bk,1.45,16.304,13.213,0.013,18.833,0.226,g
2458285.85168,2018-06-16.3461322,bk,1.44,16.277,13.229,0.014,18.557,0.234,g
2458285.85290,2018-06-16.3473539,bk,1.45,16.348,13.217,0.012,18.758,0.214,g
2458285.85412,2018-06-16.3485721,bk,1.42,16.289,13.193,0.013,19.186,0.228,g
2458288.79062,2018-06-19.2851027,bk,1.46,16.325,13.239,0.013,18.386,0.218,g
2458288.79184,2018-06-19.2863206,bk,1.46,16.357,13.237,0.012,18.421,0.212,g
2458288.79306,2018-06-19.2875439,bk,1.44,16.318,13.268,0.013,17.910,0.219,g
2458289.56123,2018-06-20.0557212,bk,1.51,16.204,13.236,0.014,18.430,0.245,g
2458289.56246,2018-06-20.05695,bk,1.47,16.278,13.280,0.014,17.717,0.228,g
2458289.56368,2018-06-20.0581672,bk,1.51,16.271,13.256,0.014,18.095,0.229,g
2458290.56082,2018-06-21.0553265,bk,1.52,16.052,13.232,0.016,18.500,0.284,g
2458290.56204,2018-06-21.0565461,bk,1.51,16.036,13.253,0.018,18.149,0.289,g
2458290.56326,2018-06-21.0577656,bk,1.56,15.988,13.237,0.017,18.409,0.300,g
2458291.64342,2018-06-22.1379381,bk,1.48,16.158,13.245,0.015,18.277,0.252,g
2458291.64464,2018-06-22.1391523,bk,1.54,16.067,13.273,0.017,17.812,0.276,g
2458291.64585,2018-06-22.1403694,bk,1.49,16.031,13.257,0.017,18.092,0.285,g
2458293.73222,2018-06-24.2267744,bk,1.50,16.078,13.226,0.016,18.608,0.276,g
2458293.73343,2018-06-24.2279894,bk,1.55,16.057,13.232,0.016,18.496,0.277,g
2458293.73465,2018-06-24.2292090,bk,1.51,16.098,13.254,0.016,18.123,0.266,g
