HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459448.51954,2021-08-22.0175665,bk,1.42,15.757,13.214,0.021,18.811,0.370,g
2459448.52078,2021-08-22.0188129,bk,1.47,15.657,13.223,0.023,18.642,0.405,g
2459448.52203,2021-08-22.0200614,bk,1.50,15.714,13.233,0.022,18.493,0.382,g
2459452.38836,2021-08-25.8867344,bo,1.50,15.487,13.324,0.030,16.994,0.470,g
2459452.38977,2021-08-25.8881392,bo,1.49,15.508,13.300,0.029,17.384,0.460,g
2459452.39133,2021-08-25.8897068,bo,1.49,15.498,13.218,0.027,18.733,0.464,g
2459453.55674,2021-08-27.0552121,bk,1.44,16.137,13.279,0.016,17.721,0.259,g
2459453.55798,2021-08-27.0564629,bk,1.57,16.111,13.252,0.016,18.167,0.268,g
2459453.55923,2021-08-27.0577152,bk,1.53,16.108,13.271,0.016,17.850,0.268,g
2459454.53546,2021-08-28.0340297,bG,1.45,15.578,13.190,0.024,19.240,0.434,g
2459454.53674,2021-08-28.0353083,bG,1.42,15.531,13.243,0.027,18.306,0.453,g
2459454.53804,2021-08-28.0366055,bG,1.53,15.564,13.230,0.026,18.542,0.442,g
2459455.65191,2021-08-29.1505717,bk,1.43,16.069,13.214,0.016,18.816,0.278,g
2459455.65313,2021-08-29.1518032,bk,1.41,16.104,13.238,0.016,18.404,0.268,g
2459455.65440,2021-08-29.1530605,bk,1.44,16.083,13.234,0.016,18.475,0.273,g
2459456.47425,2021-08-29.9729932,bk,1.46,16.007,13.218,0.017,18.753,0.293,g
2459456.47550,2021-08-29.9742408,bk,1.44,15.996,13.174,0.016,19.523,0.294,g
2459456.47674,2021-08-29.9754849,bk,1.44,16.074,13.219,0.016,18.730,0.277,g
2459456.58049,2021-08-30.0792336,bk,1.42,16.110,13.202,0.015,19.013,0.265,g
2459456.58173,2021-08-30.0804729,bk,1.50,16.112,13.186,0.016,19.299,0.274,g
2459456.58298,2021-08-30.0817276,bk,1.45,16.098,13.189,0.015,19.247,0.267,g
2459458.28346,2021-08-31.7823732,bo,1.44,15.929,13.130,0.017,20.317,0.316,g
2459458.28470,2021-08-31.7836131,bo,1.45,15.974,13.205,0.018,18.971,0.308,g
2459458.28594,2021-08-31.7848539,bo,1.42,15.988,13.173,0.017,19.532,0.302,g
2459461.51334,2021-09-04.0125480,bG,1.46,15.975,13.090,0.016,21.090,0.309,g
2459461.51464,2021-09-04.0138465,bG,1.40,16.020,13.080,0.016,21.282,0.297,g
2459461.51592,2021-09-04.0151297,bG,1.40,16.005,13.078,0.016,21.306,0.303,g
2459462.21983,2021-09-04.7191038,bo,2.32,15.813,13.144,0.020,20.077,0.353,g
2459462.22107,2021-09-04.7203481,bo,2.30,15.889,13.132,0.017,20.274,0.329,g
2459462.22231,2021-09-04.7215843,bo,2.30,15.894,13.106,0.017,20.766,0.327,g
2459463.47240,2021-09-05.9717798,bk,1.53,15.762,13.190,0.020,19.232,0.365,g
2459463.47363,2021-09-05.9730133,bk,1.52,15.855,13.171,0.018,19.563,0.335,g
2459463.47488,2021-09-05.9742645,bk,1.48,15.933,13.163,0.017,19.705,0.313,g
2459465.60603,2021-09-08.1056234,bk,1.66,16.001,13.252,0.017,18.161,0.293,g
2459465.60727,2021-09-08.1068561,bk,1.96,15.985,13.244,0.017,18.305,0.296,g
2459465.60851,2021-09-08.1081009,bk,2.11,16.005,13.240,0.017,18.376,0.290,g
2459466.35202,2021-09-08.8516731,bo,1.45,16.041,13.251,0.017,18.186,0.286,g
2459466.35327,2021-09-08.8529252,bo,1.48,15.991,13.300,0.018,17.369,0.296,g
2459466.35451,2021-09-08.8541636,bo,1.45,16.047,13.322,0.019,17.034,0.285,g
2459468.26431,2021-09-10.7641377,bo,1.46,15.996,13.243,0.017,18.319,0.295,g
2459468.26581,2021-09-10.7656454,bo,1.47,15.990,13.303,0.019,17.326,0.300,g
2459468.60891,2021-09-11.1087784,bk,1.59,15.848,13.359,0.027,16.460,0.404,g
2459468.61016,2021-09-11.1100226,bk,1.62,15.900,13.162,0.021,19.748,0.365,g
2459469.25676,2021-09-11.7566879,bo,1.45,15.712,13.292,0.024,17.503,0.381,g
2459469.36628,2021-09-11.8662212,bo,1.86,14.513,13.487,0.086,14.638,1.155,g
2459469.36769,2021-09-11.8676378,bo,1.60,14.317,13.403,0.097,15.806,1.406,g
2459469.36940,2021-09-11.8693364,bo,1.67,99.990,99.990,99.990,99.990,99.990,g
2459470.28647,2021-09-12.7865048,bo,1.46,15.205,13.276,0.037,17.767,0.608,g
2459470.28773,2021-09-12.7877491,bo,1.49,15.080,13.383,0.047,16.101,0.682,g
2459470.28895,2021-09-12.7889861,bo,1.44,15.298,13.231,0.033,18.522,0.558,g
2459473.26733,2021-09-15.7676445,bo,1.67,15.832,13.279,0.021,17.719,0.342,g
2459473.26859,2021-09-15.7688894,bo,1.54,15.764,13.107,0.019,20.767,0.365,g
2459473.26983,2021-09-15.7701266,bo,1.56,15.819,13.195,0.020,19.142,0.350,g
2459474.50968,2021-09-17.0101043,bk,1.54,15.862,13.256,0.020,18.099,0.332,g
2459474.51093,2021-09-17.0113547,bk,1.51,15.919,13.207,0.018,18.931,0.316,g
2459474.51219,2021-09-17.0126067,bk,1.41,15.825,13.279,0.021,17.721,0.345,g
2459474.55997,2021-09-17.0603937,bG,1.45,15.726,13.261,0.024,18.024,0.383,g
2459474.56126,2021-09-17.0616879,bG,1.48,15.688,13.216,0.023,18.762,0.397,g
2459474.56256,2021-09-17.0629863,bG,1.48,15.696,13.291,0.024,17.529,0.390,g
2459475.54045,2021-09-18.0409743,bk,1.49,15.820,13.307,0.022,17.269,0.347,g
2459475.54169,2021-09-18.0422122,bk,1.56,15.751,13.280,0.022,17.702,0.365,g
2459475.54293,2021-09-18.0434562,bk,1.44,15.769,13.283,0.022,17.647,0.363,g
2459476.53352,2021-09-19.0341327,bG,1.42,15.674,13.246,0.023,18.261,0.397,g
2459476.53481,2021-09-19.0354225,bG,1.48,15.688,13.275,0.024,17.785,0.394,g
2459476.53612,2021-09-19.0367304,bG,1.42,15.715,13.255,0.024,18.122,0.385,g
2459479.33064,2021-09-21.8315017,bo,1.47,15.648,13.200,0.023,19.063,0.406,g
2459479.33189,2021-09-21.8327596,bo,1.50,15.582,13.154,0.023,19.876,0.431,g
2459479.33313,2021-09-21.8339965,bo,1.47,15.513,13.220,0.026,18.721,0.460,g
2459480.51511,2021-09-23.0160914,bk,1.46,16.031,13.167,0.016,19.651,0.288,g
2459480.51636,2021-09-23.0173378,bk,1.43,16.023,13.154,0.016,19.882,0.290,g
2459480.51759,2021-09-23.0185716,bk,1.40,15.951,13.166,0.017,19.661,0.309,g
2459480.53047,2021-09-23.0314472,bG,1.43,15.856,13.133,0.019,20.261,0.341,g
2459480.53176,2021-09-23.0327341,bG,1.45,15.804,13.163,0.020,19.720,0.356,g
2459480.53304,2021-09-23.0340214,bG,1.40,15.844,13.150,0.019,19.959,0.343,g
2459482.50475,2021-09-25.0059143,bk,2.20,16.055,13.061,0.015,21.642,0.289,g
2459482.50601,2021-09-25.0071665,bk,2.16,16.042,13.089,0.015,21.090,0.290,g
2459482.50726,2021-09-25.0084177,bk,2.16,16.009,13.089,0.016,21.117,0.297,g
2459483.49698,2021-09-25.9982325,bk,1.52,16.121,13.093,0.014,21.029,0.270,g
2459483.49823,2021-09-25.9994847,bk,1.46,16.090,13.109,0.014,20.728,0.274,g
2459483.49949,2021-09-26.0007357,bk,1.44,16.050,13.097,0.014,20.945,0.284,g
2459485.50929,2021-09-28.0107293,bk,1.51,16.068,13.176,0.015,19.483,0.278,g
2459485.51051,2021-09-28.0119550,bk,1.50,16.102,13.187,0.015,19.275,0.271,g
2459485.51175,2021-09-28.0131935,bk,1.53,16.094,13.136,0.015,20.220,0.275,g
2459486.54359,2021-09-29.0451212,bk,1.47,15.536,13.160,0.025,19.785,0.452,g
2459486.54483,2021-09-29.0463607,bk,1.46,15.547,13.152,0.025,19.919,0.449,g
2459486.54607,2021-09-29.0476024,bk,1.43,15.889,13.225,0.019,18.617,0.326,g
2459488.53271,2021-10-01.0344177,bk,1.49,16.181,13.291,0.015,17.530,0.251,g
2459488.53396,2021-10-01.0356674,bk,1.48,16.060,13.289,0.017,17.566,0.277,g
2459488.53520,2021-10-01.0369096,bk,1.43,16.132,13.271,0.016,17.851,0.261,g
2459490.55366,2021-10-03.0555488,bG,1.52,15.961,13.276,0.018,17.762,0.304,g
2459490.55497,2021-10-03.0568539,bG,1.46,15.897,13.280,0.020,17.700,0.324,g
2459490.55627,2021-10-03.0581543,bG,1.45,15.973,13.286,0.018,17.603,0.303,g
2459491.31184,2021-10-03.8137968,bo,1.49,15.968,13.279,0.018,17.707,0.302,g
2459491.31309,2021-10-03.8150467,bo,1.44,16.049,13.281,0.018,17.686,0.285,g
2459491.31433,2021-10-03.8162876,bo,1.43,16.010,13.283,0.019,17.652,0.296,g
2459492.54578,2021-10-05.0478438,bk,1.49,16.088,13.233,0.016,18.478,0.272,g
2459492.54702,2021-10-05.0490851,bk,1.52,15.995,13.268,0.018,17.907,0.294,g
2459492.54827,2021-10-05.0503387,bk,1.48,16.061,13.258,0.017,18.064,0.279,g
2459493.55514,2021-10-06.0572895,bG,1.44,15.773,13.247,0.022,18.259,0.365,g
2459494.53953,2021-10-07.0417682,bG,1.40,15.987,13.175,0.017,19.484,0.304,g
2459494.54082,2021-10-07.0430593,bG,1.44,15.986,13.211,0.018,18.857,0.303,g
2459494.54211,2021-10-07.0443409,bG,1.46,15.863,13.209,0.019,18.914,0.336,g
2459497.25738,2021-10-09.7598437,bo,1.45,16.033,13.235,0.018,18.455,0.291,g
2459497.25865,2021-10-09.7611099,bo,1.40,15.949,13.292,0.019,17.515,0.310,g
2459497.25989,2021-10-09.7623506,bo,1.42,15.970,13.265,0.018,17.950,0.303,g
2459499.49537,2021-10-11.9980290,bk,2.17,15.956,13.329,0.019,16.922,0.308,g
2459499.49661,2021-10-11.9992708,bk,2.13,15.832,13.266,0.021,17.929,0.343,g
2459499.49787,2021-10-12.0005232,bk,2.11,16.004,13.263,0.018,17.967,0.294,g
2459502.51346,2021-10-15.0163517,bG,1.64,15.727,13.123,0.020,20.462,0.381,g
2459502.51474,2021-10-15.0176457,bG,1.64,15.799,13.166,0.020,19.668,0.358,g
2459502.51603,2021-10-15.0189319,bG,1.67,15.747,13.216,0.021,18.767,0.371,g
2459503.51642,2021-10-16.0193894,bk,1.45,15.745,13.101,0.019,20.875,0.371,g
2459503.51764,2021-10-16.0206126,bk,1.55,15.718,13.179,0.021,19.433,0.379,g
2459503.51888,2021-10-16.0218508,bk,1.37,15.716,13.132,0.020,20.275,0.381,g
2459505.26466,2021-10-17.7677728,bo,2.31,15.681,13.069,0.021,21.506,0.404,g
2459505.26590,2021-10-17.7690135,bo,2.16,15.569,13.095,0.023,21.002,0.441,g
2459505.26714,2021-10-17.7702541,bo,2.14,15.647,13.092,0.022,21.052,0.411,g
2459506.26953,2021-10-18.7727150,bo,1.58,15.546,13.167,0.024,19.633,0.444,g
2459506.27077,2021-10-18.7739619,bo,1.52,15.627,13.091,0.022,21.065,0.419,g
2459506.27201,2021-10-18.7751972,bo,1.43,15.748,13.026,0.018,22.368,0.371,g
2459507.50123,2021-10-20.0045107,bG,1.54,15.473,13.111,0.025,20.686,0.478,g
2459507.50253,2021-10-20.0058108,bG,1.57,15.427,13.120,0.026,20.511,0.496,g
2459507.50383,2021-10-20.0071125,bG,1.54,15.469,13.124,0.026,20.438,0.481,g
2459508.50843,2021-10-21.0117790,bG,1.46,15.534,13.117,0.025,20.570,0.454,g
2459508.50972,2021-10-21.0130739,bG,1.45,15.507,13.132,0.025,20.298,0.463,g
2459508.51102,2021-10-21.0143729,bG,1.50,15.515,13.173,0.025,19.539,0.460,g
2459509.50488,2021-10-22.0083045,bG,1.48,15.783,13.206,0.021,18.961,0.362,g
2459509.50615,2021-10-22.0095880,bG,1.43,15.853,13.204,0.020,18.989,0.345,g
2459509.50748,2021-10-22.0108997,bG,1.47,15.797,13.240,0.022,18.370,0.359,g
2459511.25098,2021-10-23.7545346,bo,1.62,15.890,13.303,0.020,17.338,0.325,g
2459511.25222,2021-10-23.7557775,bo,1.55,15.924,13.293,0.019,17.493,0.317,g
2459511.25346,2021-10-23.7570171,bo,1.56,16.015,13.315,0.018,17.130,0.292,g
2459512.25349,2021-10-24.7571123,bo,2.14,15.955,13.310,0.019,17.225,0.309,g
2459512.25473,2021-10-24.7583530,bo,2.11,16.006,13.316,0.018,17.118,0.295,g
2459512.25597,2021-10-24.7595947,bo,2.44,15.510,13.392,0.032,15.976,0.464,g
2459513.24531,2021-10-25.7489988,bo,2.38,15.695,13.328,0.025,16.942,0.390,g
2459599.87012,2022-01-20.3742554,bk,1.45,15.150,13.215,0.037,18.788,0.637,g
2459599.87138,2022-01-20.3755015,bk,1.48,15.014,13.259,0.044,18.049,0.722,g
2459600.86648,2022-01-21.3705494,bG,1.74,15.422,13.253,0.030,18.154,0.499,g
2459600.86778,2022-01-21.3718432,bG,1.61,15.376,13.295,0.032,17.464,0.520,g
2459600.86908,2022-01-21.3731454,bG,1.67,15.252,13.258,0.035,18.070,0.584,g
2459603.87268,2022-01-24.3765531,bk,1.55,15.455,13.326,0.031,16.955,0.483,g
2459603.87392,2022-01-24.3778008,bk,1.50,15.340,13.268,0.032,17.905,0.538,g
2459606.87632,2022-01-27.3799828,bG,1.47,15.547,13.191,0.026,19.221,0.450,g
2459606.87762,2022-01-27.3812803,bG,1.42,15.361,13.266,0.032,17.936,0.529,g
2459606.87892,2022-01-27.3825799,bG,1.51,15.202,13.200,0.036,19.063,0.613,g
2459613.86542,2022-02-03.3685671,bG,1.40,15.845,13.208,0.020,18.923,0.350,g
2459613.86671,2022-02-03.3698634,bG,1.40,15.865,13.246,0.021,18.266,0.339,g
2459613.86803,2022-02-03.3711763,bG,1.47,15.934,13.262,0.020,17.995,0.316,g
2459614.85324,2022-02-04.3563105,bG,1.53,15.896,13.181,0.019,19.401,0.333,g
2459614.85455,2022-02-04.3576187,bG,1.60,15.838,13.187,0.019,19.295,0.344,g
2459614.85585,2022-02-04.3589150,bG,1.61,15.858,13.197,0.020,19.114,0.342,g
2459617.82537,2022-02-07.3282060,bk,1.45,15.909,13.060,0.016,21.678,0.319,g
2459617.82661,2022-02-07.3294491,bk,1.41,15.911,13.050,0.016,21.876,0.320,g
2459617.82786,2022-02-07.3306931,bk,1.44,15.918,13.116,0.017,20.596,0.319,g
2459620.58188,2022-02-10.0844894,bo,1.47,15.903,13.097,0.017,20.944,0.330,g
2459620.58312,2022-02-10.0857293,bo,1.51,15.902,13.090,0.017,21.084,0.327,g
2459620.58437,2022-02-10.0869736,bo,1.37,15.930,13.122,0.016,20.478,0.318,g
2459621.83259,2022-02-11.3350927,bG,1.41,15.846,13.203,0.020,18.999,0.347,g
2459621.83389,2022-02-11.3363943,bG,1.45,15.922,13.164,0.018,19.695,0.327,g
2459621.83518,2022-02-11.3376797,bG,1.43,15.866,13.182,0.019,19.367,0.340,g
2459622.85675,2022-02-12.3591748,bG,1.47,15.970,13.223,0.018,18.665,0.309,g
2459622.85806,2022-02-12.3604743,bG,1.46,15.916,13.189,0.019,19.238,0.325,g
2459622.85935,2022-02-12.3617616,bG,1.56,15.916,13.234,0.019,18.473,0.324,g
2459625.81845,2022-02-15.3206162,bG,1.47,15.487,13.319,0.031,17.069,0.475,g
2459625.81974,2022-02-15.3219009,bG,1.45,15.430,13.320,0.031,17.059,0.497,g
2459625.82103,2022-02-15.3231878,bG,1.42,15.498,13.244,0.028,18.301,0.470,g
2459627.80443,2022-02-17.3064091,bG,1.50,15.449,13.215,0.028,18.807,0.488,g
2459627.80702,2022-02-17.3089990,bG,1.54,15.351,13.249,0.033,18.213,0.535,g
2459628.81432,2022-02-18.3162217,bG,1.51,15.582,13.258,0.026,18.071,0.432,g
2459628.81562,2022-02-18.3175184,bG,1.51,15.543,13.201,0.026,19.031,0.452,g
2459628.81690,2022-02-18.3188009,bG,1.52,15.626,13.233,0.024,18.476,0.416,g
2459628.83222,2022-02-18.3341105,bG,1.45,15.547,13.196,0.026,19.137,0.448,g
2459628.83352,2022-02-18.3354085,bG,1.45,15.628,13.231,0.025,18.527,0.416,g
2459628.83480,2022-02-18.3366961,bG,1.43,15.588,13.227,0.025,18.591,0.428,g
2459629.62133,2022-02-19.1231489,bo,1.52,15.727,13.206,0.022,18.948,0.381,g
2459629.62256,2022-02-19.1243812,bo,1.48,15.683,13.226,0.023,18.593,0.394,g
2459629.62380,2022-02-19.1256210,bo,1.47,15.671,13.237,0.023,18.415,0.399,g
2459630.80904,2022-02-20.3107692,bG,1.45,15.580,13.195,0.025,19.136,0.436,g
2459630.81038,2022-02-20.3120944,bG,1.46,15.736,13.234,0.023,18.470,0.383,g
2459630.81165,2022-02-20.3133766,bG,1.43,15.675,13.248,0.024,18.237,0.402,g
2459631.80665,2022-02-21.3082696,bG,1.45,15.653,13.195,0.023,19.144,0.406,g
2459631.80792,2022-02-21.3095511,bG,1.45,15.667,13.237,0.024,18.412,0.402,g
2459631.80922,2022-02-21.3108482,bG,1.46,15.673,13.203,0.022,18.994,0.399,g
2459631.82255,2022-02-21.3241758,bk,1.49,15.702,13.247,0.023,18.249,0.385,g
2459631.82380,2022-02-21.3254269,bk,1.46,15.741,13.256,0.022,18.108,0.372,g
2459631.82504,2022-02-21.3266679,bk,1.45,15.708,13.161,0.021,19.754,0.383,g
2459632.80243,2022-02-22.3039604,bk,1.42,15.771,13.270,0.022,17.857,0.364,g
2459632.80367,2022-02-22.3052046,bk,1.46,15.730,13.268,0.023,17.887,0.374,g
2459632.80492,2022-02-22.3064583,bk,1.45,15.814,13.314,0.022,17.158,0.347,g
2459633.86646,2022-02-23.3678988,bk,1.44,15.891,13.276,0.020,17.767,0.325,g
2459633.86771,2022-02-23.3691464,bk,1.42,15.857,13.308,0.021,17.245,0.336,g
2459633.86895,2022-02-23.3703870,bk,1.50,15.866,13.285,0.020,17.627,0.332,g
2459638.80720,2022-02-28.3081766,bG,1.43,15.896,13.116,0.018,20.597,0.333,g
2459638.80850,2022-02-28.3094737,bG,1.46,15.894,13.099,0.018,20.927,0.331,g
2459638.80978,2022-02-28.3107611,bG,1.43,15.900,13.114,0.018,20.620,0.333,g
2459638.81757,2022-02-28.3185526,bG,1.39,15.924,13.123,0.018,20.446,0.324,g
2459638.81888,2022-02-28.3198519,bG,1.48,15.930,13.075,0.017,21.376,0.326,g
2459638.82018,2022-02-28.3211561,bG,1.45,15.888,13.092,0.018,21.057,0.337,g
2459639.85628,2022-03-01.3571612,bG,1.40,15.899,13.052,0.017,21.849,0.338,g
2459640.77173,2022-03-02.2725275,bG,1.40,15.860,13.086,0.018,21.175,0.345,g
2459640.77302,2022-03-02.2738254,bG,1.47,15.837,13.095,0.018,20.995,0.354,g
2459640.77433,2022-03-02.2751305,bG,1.42,15.903,13.053,0.017,21.833,0.338,g
2459642.77622,2022-03-04.2768256,bG,1.45,16.033,13.107,0.015,20.762,0.289,g
2459642.77750,2022-03-04.2781131,bG,1.47,16.088,13.109,0.015,20.735,0.284,g
2459642.77880,2022-03-04.2794114,bG,1.47,16.058,13.104,0.015,20.819,0.285,g
2459644.52371,2022-03-06.0241560,bo,1.45,14.546,13.200,0.064,19.051,1.118,g
2459644.52496,2022-03-06.0254,bo,1.48,15.850,13.196,0.020,19.129,0.342,g
2459644.52620,2022-03-06.0266418,bo,1.42,15.978,13.239,0.019,18.370,0.306,g
2459645.90041,2022-03-07.4007152,bk,1.45,16.359,13.284,0.014,17.626,0.221,g
2459645.90165,2022-03-07.4019557,bk,1.49,16.263,13.266,0.015,17.935,0.245,g
2459645.90291,2022-03-07.4032208,bk,1.48,16.166,13.294,0.016,17.482,0.256,g
2459646.82703,2022-03-08.3272606,bk,1.63,16.244,13.296,0.015,17.457,0.239,g
2459646.82827,2022-03-08.3285047,bk,1.61,16.210,13.318,0.016,17.096,0.249,g
2459646.82954,2022-03-08.3297627,bk,1.57,16.213,13.296,0.015,17.446,0.246,g
2459647.79477,2022-03-09.2948975,bk,1.42,16.278,13.271,0.014,17.840,0.232,g
2459647.79602,2022-03-09.2961523,bk,1.41,16.328,13.301,0.014,17.356,0.224,g
2459647.79726,2022-03-09.2973940,bk,1.47,16.252,13.322,0.016,17.039,0.240,g
2459647.81770,2022-03-09.3178322,bk,1.45,16.254,13.311,0.016,17.198,0.238,g
2459647.81895,2022-03-09.3190843,bk,1.43,16.294,13.311,0.015,17.208,0.229,g
2459647.82019,2022-03-09.3203202,bk,1.42,16.297,13.344,0.015,16.690,0.231,g
2459648.75250,2022-03-10.2525332,bk,1.46,16.313,13.332,0.015,16.884,0.227,g
2459648.75374,2022-03-10.2537761,bk,1.43,16.211,13.252,0.015,18.171,0.246,g
2459648.75499,2022-03-10.2550304,bk,1.48,16.245,13.298,0.015,17.411,0.246,g
2459648.77153,2022-03-10.2715704,bk,1.55,16.232,13.302,0.016,17.337,0.247,g
2459648.77278,2022-03-10.2728111,bk,1.52,16.264,13.270,0.014,17.862,0.235,g
2459648.77402,2022-03-10.2740564,bk,1.51,16.193,13.309,0.015,17.240,0.248,g
2459649.74861,2022-03-11.2485569,bk,1.45,16.267,13.228,0.014,18.582,0.236,g
2459649.74986,2022-03-11.2498021,bk,1.50,16.230,13.221,0.015,18.689,0.246,g
2459649.75110,2022-03-11.2510452,bk,1.53,16.211,13.288,0.016,17.578,0.249,g
2459649.78839,2022-03-11.2883277,bG,1.46,16.143,13.242,0.016,18.335,0.263,g
2459649.78970,2022-03-11.2896403,bG,1.49,16.141,13.263,0.016,17.982,0.267,g
2459649.79100,2022-03-11.2909408,bG,1.41,16.158,13.245,0.016,18.274,0.261,g
2459649.82516,2022-03-11.3250917,bG,1.45,16.150,13.242,0.016,18.343,0.261,g
2459649.82646,2022-03-11.3263940,bG,1.45,16.172,13.247,0.015,18.241,0.255,g
2459649.82776,2022-03-11.3276901,bG,1.42,16.237,13.264,0.015,17.972,0.246,g
2459650.83394,2022-03-12.3337790,bk,1.45,16.241,13.240,0.015,18.373,0.241,g
2459650.83518,2022-03-12.3350207,bk,1.43,16.327,13.236,0.014,18.428,0.228,g
2459650.83643,2022-03-12.3362673,bk,1.40,16.210,13.226,0.014,18.612,0.243,g
2459650.88231,2022-03-12.3821453,bk,1.46,16.283,13.220,0.014,18.701,0.235,g
2459650.88355,2022-03-12.3833861,bk,1.41,16.303,13.259,0.014,18.042,0.234,g
2459650.88479,2022-03-12.3846313,bk,1.41,16.312,13.236,0.014,18.428,0.230,g
2459651.84269,2022-03-13.3424369,bk,1.49,16.268,13.216,0.014,18.773,0.240,g
2459651.84392,2022-03-13.3436774,bk,1.44,16.200,13.239,0.014,18.382,0.248,g
2459651.84519,2022-03-13.3449321,bk,1.43,16.284,13.210,0.014,18.875,0.233,g
2459652.80169,2022-03-14.3013538,bG,1.45,16.111,13.191,0.016,19.217,0.273,g
2459652.80298,2022-03-14.3026380,bG,1.42,16.195,13.192,0.015,19.197,0.252,g
2459652.80428,2022-03-14.3039371,bG,1.45,16.117,13.214,0.016,18.814,0.270,g
2459652.88837,2022-03-14.3880126,bk,1.43,16.234,13.185,0.014,19.324,0.249,g
2459652.88961,2022-03-14.3892539,bk,1.46,16.230,13.225,0.015,18.624,0.244,g
2459652.89085,2022-03-14.3904968,bk,1.44,16.299,13.199,0.014,19.067,0.229,g
2459654.48885,2022-03-15.9883493,bo,1.52,15.688,13.177,0.022,19.456,0.393,g
2459654.49011,2022-03-15.9896075,bo,1.55,15.659,13.242,0.024,18.334,0.400,g
2459654.49136,2022-03-15.9908586,bo,1.56,15.623,13.240,0.024,18.367,0.415,g
2459655.73500,2022-03-17.2343734,bG,1.50,15.648,13.264,0.024,17.976,0.407,g
2459655.73630,2022-03-17.2356717,bG,1.50,15.634,13.221,0.025,18.694,0.417,g
2459655.73758,2022-03-17.2369688,bG,1.53,15.643,13.297,0.026,17.418,0.411,g
2459656.75634,2022-03-18.2556255,bG,1.44,15.661,13.304,0.025,17.310,0.402,g
2459656.75763,2022-03-18.2569211,bG,1.45,15.683,13.270,0.025,17.870,0.396,g
2459656.75893,2022-03-18.2582189,bG,1.52,15.837,13.264,0.021,17.971,0.346,g
2459656.78079,2022-03-18.2800733,bG,1.42,15.770,13.261,0.023,18.015,0.366,g
2459656.78209,2022-03-18.2813694,bG,1.40,15.785,13.253,0.022,18.137,0.362,g
2459656.78340,2022-03-18.2826751,bG,1.44,15.770,13.258,0.022,18.061,0.364,g
2459656.80776,2022-03-18.3070325,bG,1.43,15.851,13.246,0.021,18.262,0.343,g
2459656.80904,2022-03-18.3083189,bG,1.44,15.795,13.265,0.022,17.950,0.358,g
2459656.81034,2022-03-18.3096167,bG,1.52,15.878,13.316,0.021,17.118,0.330,g
2459658.74121,2022-03-20.2403092,bk,1.42,15.925,13.214,0.018,18.819,0.316,g
2459658.74245,2022-03-20.2415508,bk,1.41,15.802,13.256,0.022,18.087,0.357,g
2459658.74369,2022-03-20.2427902,bk,1.43,15.640,13.188,0.024,19.258,0.413,g
2459658.79856,2022-03-20.2976533,bk,1.41,15.873,13.273,0.021,17.824,0.336,g
2459658.79982,2022-03-20.2989070,bk,1.49,15.916,13.258,0.020,18.069,0.323,g
2459658.80105,2022-03-20.3001407,bk,1.50,15.868,13.241,0.020,18.358,0.341,g
2459659.82060,2022-03-21.3196028,bk,1.45,15.921,13.224,0.019,18.641,0.321,g
2459659.82185,2022-03-21.3208494,bk,1.42,16.023,13.201,0.017,19.034,0.296,g
2459659.82309,2022-03-21.3220891,bk,1.52,15.857,13.219,0.019,18.725,0.335,g
2459659.85129,2022-03-21.3502851,bG,1.48,16.009,13.166,0.017,19.676,0.298,g
2459659.85260,2022-03-21.3515865,bG,1.50,15.960,13.211,0.017,18.869,0.307,g
2459659.85388,2022-03-21.3528800,bG,1.50,15.917,13.197,0.018,19.121,0.318,g
2459660.81939,2022-03-22.3182980,bk,1.55,15.956,13.183,0.018,19.358,0.314,g
2459660.82064,2022-03-22.3195353,bk,1.95,15.937,13.202,0.019,19.017,0.320,g
2459661.74819,2022-03-23.2469979,bk,1.41,15.994,13.126,0.017,20.402,0.303,g
2459661.74944,2022-03-23.2482538,bk,1.42,16.007,13.127,0.015,20.369,0.292,g
2459661.75069,2022-03-23.2495016,bk,1.48,15.979,13.154,0.017,19.896,0.305,g
2459663.85904,2022-03-25.3576634,bk,1.47,16.062,13.061,0.014,21.673,0.280,g
2459663.86030,2022-03-25.3589204,bk,1.45,16.126,13.037,0.014,22.157,0.271,g
2459663.86155,2022-03-25.3601763,bk,1.46,16.150,13.051,0.014,21.860,0.263,g
2459664.73852,2022-03-26.2370589,bG,1.43,16.045,13.056,0.014,21.757,0.287,g
2459664.73982,2022-03-26.2383545,bG,1.37,16.020,13.071,0.014,21.456,0.291,g
2459664.74113,2022-03-26.2396642,bG,1.45,15.957,13.077,0.016,21.338,0.316,g
2459665.86148,2022-03-27.3599129,bG,1.41,16.164,13.097,0.014,20.950,0.267,g
2459665.86276,2022-03-27.3612019,bG,1.42,16.152,13.118,0.014,20.541,0.268,g
2459665.86406,2022-03-27.3624978,bG,1.42,16.122,13.099,0.014,20.914,0.273,g
2459666.73467,2022-03-28.2330246,bk,1.44,16.218,13.197,0.014,19.102,0.241,g
2459666.73591,2022-03-28.2342737,bk,1.46,16.185,13.175,0.014,19.504,0.252,g
2459666.73718,2022-03-28.2355297,bk,1.54,16.195,13.145,0.014,20.040,0.251,g
2459666.77052,2022-03-28.2688815,bG,1.48,16.127,13.145,0.015,20.053,0.272,g
